Kanda/Book,Sarga/Chapter,Shloka/Verse Number,English Translation
Yuddha Kanda,25,5,"""Knowing also accurately who the Chief of Army of those high-souled monkeys is, you have to come back quickly."""
Yuddha Kanda,25,6,"Having thus been commanded by Ravana, the valiant demons Shuka and Sarana , both in the disguise of monkeys, entered that army of monkeys."
Yuddha Kanda,25,7,"Shuka and Sarana were not able to count then that inconeviable army of monkeys, causing their hair to stand on end."
Yuddha Kanda,25,8,"That army was stationed on the tops of mountains, round about the waterfalls, in the caves, on the sea-shores, in the woodlands and in the gardens. It was either in the process of crossing the ocean, or was intending to cross it in its entirety. It had either encamped or was still encamping, making a terrible noise. The two demons saw that very strong and imperturbable sea of army."
Yuddha Kanda,25,9,Vibhishana with great splendour beheld both of them in disguise. He caught hold of Shuka and Sarana and told Rama as follows:
Yuddha Kanda,25,10,"""O, Rama the conqueror of hostile citadels! These two demons are Shuka and Sarana, the ministers of Ravana and they came here as spies from Lanka."""
Yuddha Kanda,25,11,"Both of them, having seen Rama, were trembled with fear, without any hope for their lives and having joined their palms, spoke the following words:"
Yuddha Kanda,25,12,"""O, excellent man! O, Rama! We both of us, as sent by Ravana, came here together to know everything about your entire army."""
Yuddha Kanda,25,13,"Hearing their aforesaid words, Rama the son of Dasaratha who was interested in the welfare of all beings, smilingly spoke the following words:"
Yuddha Kanda,25,14,"""Has the entire army been observed by you? Have you observed us well? Have you accomplished the task, as entrusted to you? If so, you may go back now according to your free will."""
Yuddha Kanda,25,15,"""Even if you have not seen something you may see it now also. Otherwise, Vibhishana will show it to you again entirely."""
Yuddha Kanda,25,16,"""You, having been caught, need not fear about your life. The captured messengers holding no weapons indeed deserve no killing."""
Yuddha Kanda,25,17,"""O, Vibhishana! Always try to draw a bow-string on the opponents and not on these two demons. Set them both, who are spies in disguise, free."""
Yuddha Kanda,25,18,"""When you return to the city of Lanka, repeat my words faithfully to Ravana the younger half-brother of Kubera and the king of demons."""
Yuddha Kanda,25,19,"""That force on which you relied when you were taking away Seetha from me, display that force at your will along with your troops and allies."""
Yuddha Kanda,25,20,"""Tomorrow, at break of day, you will see my arrows demolish the city of Lanka with its ramparts and arches as well as the army of demons."""
Yuddha Kanda,25,21,"""O, Ravana! Tomorrow, at break of day I will cast my dreadful anger on you and your army as Indra the Lord of celestials wielding a thunderbolt casts the thunderbolt on demons."""
Yuddha Kanda,25,22,"Receiving this command, the two demons, Shuka and Sarana, admiring his justice, cried out: ""May you be victorious!"", reached the city of Lanka and spoke to Ravana as follows:"
Yuddha Kanda,25,23,"""O, king of demons! We were seized by Vibhishana with the intention of killing us. But, Rama, the pious minded wose valour is immeasurable, seeing us, set us free."""
Yuddha Kanda,25,24,"""Where the four eminent persons who are equal to the protector of the worlds, the valiant ones skilled in the use of weapons and of proven prowess namely Rama the son of Dasaratha, the illustrious Lakshmana, the great resplendent Vibhishana and Sgreeva whose valour is equal to Indra the Lord of celestials, arestationed at the same place, they can pluck up the city of Lanka with its ramparts and arches and transplant it elswhere, even if all the monkeys keep aloof."""
Yuddha Kanda,25,25,"""Such is Rama's form and such are his weapons, that he can alone overthrow the city of Lanka, his three other companious standing by."""
Yuddha Kanda,25,26,"""That army protected by Rama and Lakshmana as well as Sugreeva, are exceedingly unconquerable even by all the gods and demons."""
Yuddha Kanda,25,27,"""Now, the army of the mighty monkeys, who are readily inclined to fight, consists of cheerful warriors. Mae peace, insted of enmity with them. Restore Seetha to Rama."""
Yuddha Kanda,26,1,"Hearing those words, which were truthful and coward less, as spoken by Sarana, the king Ravana spoke to Sarana as follows:"
Yuddha Kanda,26,2,"""I do not give Seetha even if the celestials, celestial musicians or demons attack me or even if there is a terror from all the worlds."""
Yuddha Kanda,26,3,"""O, gentle one! As you were harassed very much by the monkeys and hence fearful; you are thingking of giving back Seetha now itself as good."""
Yuddha Kanda,26,4,"""Which enemy can defeat me in battle?"" The illustrious Ravana, the lord of demons, causing the world to cry, spoke harsh words as aforesaid and then from there ascended the roof of his palace which was shining white like his snow and which was equal to the height his snow and which was equal to the height of several palmyrah trees, with a desire to see the army of monkeys."
Yuddha Kanda,26,5,"Ravana, stupefied with anger, along with his spies, saw that ocean, the mountains and the forests and beheld the entire land completely filled with monkeys."
Yuddha Kanda,26,6,"Seeing that great army of monkeys, which was boundless and intolerable, the king Ravana asked Sarana as follows:-"
Yuddha Kanda,26,7,"""Which monkeys are important among them? Who are valiant ones? Who are the very strong ones? Who will stay in front at all places, with great energy?"""
Yuddha Kanda,26,8,"""To whom Sugreeva will hear? Who are the generals of the commanders of the monkey-heads? What is the influence of the monkeys? O, Sarana! Tell me all."""
Yuddha Kanda,26,9,"Then, Sarana who knew the chiefs of monkeys, spoke the following words about the chiefs of the monkeys i them, to the lord of demons who was enquiring about them."
Yuddha Kanda,26,10,"""He, the valiant one, who holds his arms high, who tramples the earth under his feet as he marches, whose face is turned towards Lanka, who in fury is knitting his brows very much, who is resembling a mountain- peak in stature, who is like filaments of a louts in hue, who is excess of anger continuously lashes out his tail and the swish of which is heard in ten regions, he is the prince named Angada, anointed by Sugreeva the king of monkeys and is challenging you to the battle."""
Yuddha Kanda,26,11,"""He, the valiant one, who holds his arms high, who tramples the earth under his feet as he marches, whose face is turned towards Lnaka, who in fury is knitting his brows very much, who is remsebling amountain- peak in stature, who is like filaments ofa louts in hue, who is excess of anger continuously lashes out his tail and the swish of hwich is heard in ten regious, he is the prince named Angada, anointed by Sugreeva the king of monkeys and is challenging you to the battle."""
Yuddha Kanda,26,12,"""This Angada, a worthy son of Vali and always dear to Sugreeva, is coming forwards for Rama's interests, as Varuna is to Indra's."""
Yuddha Kanda,26,13,"""It is all due to Angada's design that Seetha was found by Hanuman, who is a swift monkey and a well-wisher of Rama."""
Yuddha Kanda,26,14,"""This valiant Angada, bringing along with him innumerable cheifs of monkeys, is approaching to crush you, with the help of his own army."""
Yuddha Kanda,26,15,"""Surrounded by a large army, here stands the valiant Nala the creator of the bridge, next to Angada the son of Vali, prepared for the battle."""
Yuddha Kanda,26,16,"""These excellent monkeys, numbering a thousand crores and eight lakhs, lodging in sandalwood groves, yelling with a lion's roar and having stiffened their limbs, are knitting their eye=brows raised in anger. These valiant monkeys, who are terrific and fierceful having a feroceous zeal are going after Nala. Nala himself with his aforesaid army aspires to smash Lanka forthwith."""
Yuddha Kanda,26,17,"""A monkey called Sweta of sivlver hue who is quick-witted and cleaver, of terricfic prowess and a warrior renowned in the three worlds, has come to Sugreeva swiftly, dividing the army of monkeys and brining great delight to the troops, he goes back at once."""
Yuddha Kanda,26,18,"""There was mountain called Ramya, on the banks of River Gomati. That mountain filled with various kinds of trees was also called Samrochana. An army-chief, named Kumuda used to roam around that mountainous region. He also used to rule that kingdom. He is the leader for lakhs of monkeys. He has a very long hair-coppery, yellow, pale and white and hideous to cook upon- thrown about on his tail is the intrepid and fierceful monkey called Kanda. He yearns to fight and boast that he with destroy Lanka his forces."""
Yuddha Kanda,26,19,"""O, king! He who resembles a tawny lion with a long mane and who is looking at Lanka attentively as though he wishes to consume it with his glasses, who dwells mostly on the mountains of Krishna and Sahya of Vindhya range of pleasing aspect, is the General named Rambha. Three thousand crores of excellent monkeys, who are formidable of impetuous valour and vigour, surround him who is marching ahead and follow in his goot-sets to destroy Lanka."""
Yuddha Kanda,26,20,"""O, king! Look! The one who is yawning continuously and shaking his ears, he who does not have fear of death, he who never retreats from a battle, but violently moves with rage, who again sees obliquely, he who lashes out his tail and roars like a lion with great vigour, he who constantly dwells on the lovely Salveya mountain, he is Sarabha by name, the commander of monkeys with immense energy and devoid of fear."""
Yuddha Kanda,26,21,"""O, king! All his one lakh and forty thousand army-chiefs called Viharas* are strong."
Yuddha Kanda,26,22,"""The one who is like a great cloud, enveloping the space and who stays in teh middle of monkey-warriors like Indra the god of celestials, the great voice of whose monkeys wishing for battle is heard like the roll of drums, is the General named Panasa, who is always invincible in battle. He dwells in Pariyatra, a mountain that is exceeded by none in height."""
Yuddha Kanda,26,23,"Troop-commanders numbering fifty lakhs commanding separate units attend obediently to him, who is excellent among the Generals."""
Yuddha Kanda,26,24,"""He who is encamped with sixty lakhs monkeys as his army-strength on the sea-shore like unto a second ocean is the commander called Vinata who resembles Dardura mountain (in size) and is positioned there lending charm to the formidable army marching ahead and moves about, drinking the water of River Vena, the foremost of all rivers."""
Yuddha Kanda,26,25,"""A monkey called krathana, keeping the courageous, strong monkeys and the army-lieutenants in separate units, is inviting you for the battle."""
Yuddha Kanda,26,26,"""That resplendent monkey who for his part nourishes his body having the hue of a red chalk and proud of his strength, stands facing you with anger despising all other monkeys."""
Yuddha Kanda,26,27,"""Seventy lakhs monkeys are attending on him. He himself wishes to crush the city of Lanka with the help of his army."""
Yuddha Kanda,26,28,"""These commanders and commanders-in-chief are difficult to be conquered and their number is hard to be counted. Their troops are divided into distinct units."""
Yuddha Kanda,27,1,"""I on my part shall tell you, who are keenly observing about those army-chiefs, who are ready to show their valour in the case of Rama, even without caring for their lives."""
Yuddha Kanda,27,2,"""He is a monkey called Hara, who has terrific acts to his credit. The hair on his tail, measuring many fathoms, soft, red in colour, yellow, white and super-white, wavery and shining like the rays of the sun standing erect thrown about are dragging along the ground."""
Yuddha Kanda,27,3,"""Hundreds and thousands of troop-leaders who are resolved to be the servants of Sugreeva rally behind him, carrying trees with them and with an intention to attack Lanka soon."""
Yuddha Kanda,27,4,"""O, king! Those who appear black like black-clouds and akin to black collyrium are extremely ferocious bears, truly mighty in combat, which are in exceedingly large number, indefinable like the other shore of an ocean, whom you are observing and serve of whom reside in mountains, plains and on river-banks. They are all coming towards you."""
Yuddha Kanda,27,5,"""O, king! He who is standing in the middle, with terrific eyes and of fearful appearance, encircled by all like Parjanya (the rain-god) being encircled by clouds; is the army-chief called Dhumra, the Lord of all bears, who drinks the waters of River Narmada and resides on an excellent mountain named Rikshavanta."""
Yuddha Kanda,27,6,"""See him who is appearing like a mountain the younger brother of Dhumra, though in form resembling like his brother, is more distinguished in prowess. He as such is a commander of even the mighty generals called Jambavan, who is setting on the march (for the battle). He has a respectful behaviour towards venerable persons impatient in battle."""
Yuddha Kanda,27,7,"By the intelligent Jambavan, a great help was rendered to Indra (the lord of celestials) in a battle between celestials and demons and many boons were obtained."""
Yuddha Kanda,27,8,"""Jambavan's giant bodied troops, resembling demons and devils, having thick hair and endowed with unlimited energy, wander about, climbing mountain-heights and hurl massive rocks as big as huge clouds. They do not have a fear in facing death."""
Yuddha Kanda,27,9,"""O, king! This Lord of monkeys- the commander of commanders on whom, whether he is in a hurried fury or leaping or standing still and all the monkeys stand looking - he is called Dambha who along with his bulky troops dwell on Sahasraksha mountain."""
Yuddha Kanda,27,10,"""He who, walking on all fours touches with his flanks, a mountain situated at a distance of one Yojana (eight miles) and reaching an object one Yojana high, obtains it with his body, whose huge form no other four-begged animal is having, by which intelligent monkey, battle was given earlier to Indra the Lord of celestials on a field of battle but no defeat was sustained by him, he is a commander of commanders and the grand-father of monkeys, famous as Samnadana by name."""
Yuddha Kanda,27,11,"""This Samnada, whose striding prowess is equal to that of Indra the Lord of Celestials was born of a youthful Gandharva maiden and krishnavartman for the purpose of helping the celestials in a combat between celestials and demoneous."""
Yuddha Kanda,27,12,"""O king of demons! This commander named Krathana, the son of Visravasa, the illustrious one, sits beneath the Jambu tree, on that mountain, the king of peaks, which is frequented by Kinneras, and which mountain affords delight constantly to your brother. It is near there, Krathana, that fortunate one, that powerful lord of the monkeys, whose prowess in not confined to words in battles, sports."""
Yuddha Kanda,27,13,"""He indeed is standing, surrounded by a thousand crores of monkeys. He hopes to crush Lanka with the help of his army."""
Yuddha Kanda,27,14,"""He who usually roams by the Ganges, sowing terror among leaders of herds of elephants, remembering as he does the old quarrel between elephants and monkeys, thundering and uprooting trees, he is the commander and leader of monkeys called Pramathim who dwells in mountain-caves, subduing wild elephants."""
Yuddha Kanda,27,15,"""This excellent one among the monkeys and this army-chief of monkeys, taking shelter in Mandara the foremost of mountains and the mountain called ushirabija alongside the River Ganga, passes his life happily like unto Indra himself."""
Yuddha Kanda,27,16,"""A hundred thousands of monkeys; proud of their strength and prowess with their radiant fore-arms, making a roaring noise, are following him."""
Yuddha Kanda,27,17,"""He is the leader of these high-soled monkeys. O, king! He is the commander called Pramathi, the one difficult to be conquered."""
Yuddha Kanda,27,18,"""He whom you are beholding a cloud raised by wind is Pramathi. At that place, a great quantity of red illumined dust is tossed about and raised by wind in various ways in different directions. Energetic and excited army of monkeys is also stationed there along with Pramathi."""
Yuddha Kanda,27,19,"""O, monarch! One hundred lakhs of monkeys with their black faces, with fearful appearance and with great strength, experiencing the crossing of the bridge, surrounds the troop-leader by name Gavaksha, a monkey and are making a roaring noise, ready to crush Lanka by their bodily strength."""
Yuddha Kanda,27,20,"""O, king! This army-chief called Kesari, the chief of the commanders of monkeys, wanders in Kanchana mountain wherein there are trees which yield fruits in all seasons, inhabited by large black-bees, to which the sun circumambulates clock-wise, the mountain shining with its own colour and splendour, by whose brightness, the animals and birds ever shine with the same hue, whose table-land on the top of the mountain the great sages do not leave, wherein trees, all mango-trees laden with fruits on all sides and wherein inhabit honey-bees of excellent variety."""
Yuddha Kanda,27,21,"""O, faultless king! There are sixty thousand mountains in that beautiful golden mountain ranges. There is an excellent mountain the middle of that mountain range as you the middle of that demons. In that mountain range there, in the last mountain these monkeys reside. Some of the monkeys are tawny coloured, some are white-coloured and with nails as their weapons; having four tusks, with nails as their weapons having four tusks like lions, difficult to be approached like tigers, resembling fire, like unto serpents vomiting poison with their very long coiling tails, resembling elephants in rut, equal to mighty mountains and making great thunderous sound like that of clouds. All of them stand looking on your Lanka as if they are about to crush it."""
Yuddha Kanda,27,22,"""O, king! He who stands in the middle is the powerful leader of the monkeys who ever faces the sun, who is a wise man, eager to conquer you and is famous in the world by the name, Shatabali. He swears to destroy Lanka with his troops."""
Yuddha Kanda,27,23,"""This Shatabali the monkey is courageous, strong, valiant and is established in his manliness. He does not care for his life, in the cause of Rama."""
Yuddha Kanda,27,24,"""Each and every single one, like Gaja, Gavaya, Nala and a monkey called Nila is surrounded by crores of warriors."""
Yuddha Kanda,27,25,"""Besides, other excellent monkeys residing in Vindhya mountain are quick-paced and are impossible to be counted because of their multitude."""
Yuddha Kanda,27,26,"""O, monarch! All of them are highly prominent, their stature equal to high hills and all of them are capable in a moment to level the earth by uprooting and razing its mountains earth by uprooting and razing its mountains to the ground."""
Yuddha Kanda,28,1,"After listening to Sarana's words Shuka, pointing out all that army of monkeys, spoke the following words to Ravana the Lord of Demons."
Yuddha Kanda,28,2,"""O, king! Do you observe those monkeys resembling huge elephants in rut, rising like banyan trees on the banks of River Ganga or Sala trees on Himalayas? Those warriors, able to change their form at will, are irresistible, equal to celestials and demons, and in a battle, are endowed with the valour of the gods."""
Yuddha Kanda,28,3,"""There are twenty one thousand crores, a thousand Shankus and a hundred Vrindas of these monkeys."""
Yuddha Kanda,28,4,"""These monkeys, the attendants of Sugreeva born of celestials and celestial musicians, are able to change their form at will and always stay in Kishkindha."""
Yuddha Kanda,28,5,"""The two who stand there, who have the same resemblance and have the appearance of celestials, are Mainda and Dvivida. None can equal them in combat."""
Yuddha Kanda,28,6,"""These two, who ate ambrosion on due authorization by Brahma, are hopefully of destroying Lanka by their power."""
Yuddha Kanda,28,7,"""As for that monkey who you see there, resembling an intoxicated elephant, who in strength and fury is able to churn up the ocean itself, it is he who came to Lanka to find Seetha and spy on you, O, Lord! See that monkey, who was seen earlier and who appears here again."""
Yuddha Kanda,28,8,"""This monkey, by whom the ocean was traversed, is the eldest son of Kesari. He is known as the son of wind-god and famously called as Hanuman."""
Yuddha Kanda,28,9,"""This excellent monkey can assume any form at will. He is endowed with a good strength and form always moving like the wind-god, having an uninterrupted mobility."""
Yuddha Kanda,28,10,"""While yet a child, seeing the sun rise, he desired to eat it and took off to a distance of three thousand yojanas (or twenty four thousand miles) reflecting: ï¿½I shall seize hold of the sun and my hunger will not be appeased otherwise' and they say, he leapt up (into the air) intoxicated as he was with his own strength."""
Yuddha Kanda,28,11,"""Without even reaching the sun, which is most unassailable even to celestials, sages or demons, he however fell on a mountain, where that radiant orb rises."""
Yuddha Kanda,28,12,"""One of the jaws of this monkey who fell down on the head of the rock, was a little fractured. For this reason, because of his strong jaw, he is called Hanuma."""
Yuddha Kanda,28,13,"""This monkey is known to me actually through the words of my bosom friends. It is not possible to describe his strength or physical form or glory."""
Yuddha Kanda,28,14,"""He alone wants to destroy Lanka by his valour. How do you forget this monkey by whom this fire was lighted and is still blazing up Lanka."""
Yuddha Kanda,28,15,"""Nearby is a warrior, dark of hue with eyes like lotuses, a chief warrior among Ikshvakus, his heroism is well-known in the world, his sense of duty never wavers, nor does he ever transgress the righteousness, he knows to loose Brahma's weapon and is conversant with Veda, he is the most learned of the Vedic scholars, he shatters the firmament with his arrows, and rends even the earth, his anger is akin to that of Death, his valour equal to that of Indra the god of celestials, his consort is Seetha who was taken away by you from a place called Janasthana, he is Rama who has come to wage war on you, O king!"""
Yuddha Kanda,28,16,"""This man, having the radiance of pure gold, with a broad chest, having red eyes, with black and curled hair, standing at the right side of Rama, he is called Lakshmana, who is interested in the care and welfare of his brother, skilled in leadership of combat and excellent among the wielders of all weapons."""
Yuddha Kanda,28,17,"This Lakshmana is an angry person, difficult to be conquered, victorious, wise and mighty. He has always been the right arm of Rama and in outward moving life (of Rama)."
Yuddha Kanda,28,18,"""He does not indeed care for his life in the cause of Rama. He alone wishes to kill all the demons in battle."""
Yuddha Kanda,28,19,"""He who is standing there, taking guard at the left side of Rama, surrounded by a troop of demons he is the king Vibhishana."""
Yuddha Kanda,28,20,"""He, who was consecrated as a king for Lanka by the illustrious Rama, the king of kings, is enraged really with you and is to attack us in the battle."""
Yuddha Kanda,28,21,"""The other whom you see as an unshakable mountain and standing in the centre of monkeys as a Lord of all chiefs of monkeys, with a boundless energy and who, like a Himalayan hill, very much radiating the other monkeys by his splendour, glory, wisdom, strength and his noble descent, who occupies along with the chiefs of Army Generals, a secret place called Kishkindha, with its forests and trees and the place inaccessible because of its impassable mountains, in which is established a good fortune of celestials and human beings, whose charming and golden coloured garland with hundred lotuses is beautifying, that person is Sugreeva. This garland along with a lady called Tara as well as the permanent kingdom of monkeys were presented to him by Rama after having killed Vali (Sugreeva's brother)."""
Yuddha Kanda,28,22,"""Wise men call a hundred lakhs as a crore. A hundred thousand crores is reckoned as a Shanku."""
Yuddha Kanda,28,23,"""A hundred thousand Shankus are said to be one Maha Shanku. A hundred thousand Maha Shankus are called one Vrindam here. A hundred thousand Vrindas are said to be one Maha vrindam. A hundred thousand Mahavrindas are called one Padmam here. A hundred thousand padmas are said to be one Mahapadmam. A hundred thousand Mahapadmas are called one Kharvam here. A hundred thousand kharvas are said to be one Mahakharvam. A hundred thousand Mahakharvas are called one Samundram. A hundred thousand Samudras are said to be one ogha here. A hundred thousand oghas are acclaimed a one Mahaugha."""
Yuddha Kanda,28,24,"""This Sugreeva, the king of monkeys, having great strength and valour, always surrounded by a colossal army, is approaching you to make war, accompanied by the valiant Vibhishana and the ministers, as also a hundred thousand crores of Shankas, a thousand Mahashankus, a hundred Vrindas, a thousand mahavrindas, a hundred padmas, a thousand Mahapadmas, a hundred kharves, samudras and Mahaughas of the same number, and a crore of Mahanghas wholearmy as such is identical of an ocean."""
Yuddha Kanda,28,25,"""O, king! Carefully observing this army, which appears much the same as a blazing planet, prepare yourself for a great effort to get victory and take measures to avoid defeat from the enemies."""
Yuddha Kanda,29,1,"Beholding those foremost of monkey leaders pointed out by Shuka- the most valiant Lakshmana; Rama's right arm, his own brother Vibhishana standing close to Rama, the terribly powerful Sugreeva the king of all monkeys, the strong Angada grandson of Indra the wielder of thunderbolt, the powerful Hanuman, the imincible Jambavan, Sushena, Kumuda, Nila, Nala the excellent of monkeys, Gaja, Gavaksha, Sharabha, Mainda and Dvivida- that Ravana - his heart became agitated a little, was enraged and then abused those two heroes Shuka and Sarana who had completed their report."
Yuddha Kanda,29,2,"Ravana spoke (the following) excited and harsh words, in a voice choked in anger to Shuka and Sarana who stood saluting with their faces bent down."
Yuddha Kanda,29,3,"""It is not befitting to utter unpleasant words by dependent ministers to their king who has the power to mete out any punishment or reward."""
Yuddha Kanda,29,4,"""Is it proper for both of you to shower irrelevant praise on our enemies who are adverse to us and are approaching for a war?"""
Yuddha Kanda,29,5,"""In vain have you sat at the feet of your elders, your preceptors and the aged, since the essence to be followed from political sciences has not been grasped by both of you."""
Yuddha Kanda,29,6,"""Or if you have imbibed them, you have not remembered them. You are over-burdened with ignorance! Being associated with such foolish ministers, it is a miracle that I am still able to retain my sovereignty."""
Yuddha Kanda,29,7,"""Have you no fear of death that you dare address me thus rudely, I whose tongue that you dare tongue dispenses good and evil?"""
Yuddha Kanda,29,8,"""Trees may survive in the forest, even if disturbed by fire. But the guilty cannot survive, if touched by the royal scepter."""
Yuddha Kanda,29,9,"""If my anger is not softened by the services they rendered earlier, I would have killed thse two miscreants who are praising the band of enemies."""
Yuddha Kanda,29,10,"""Keep away from my neighbourhood. Do not be seen anywhere here. I am recollecting your past services and hence do not wish to kill you. Both of you, who are ungrateful and unfaithful towards me, are just as dead to me."""
Yuddha Kanda,29,11,"Hearing Ravana's words, Shuka and Sarana felt ashamed to see Ravana paid obeisance to him saying, ""Be thou victorious!"" and went away."
Yuddha Kanda,29,12,"The demon Ravana spoke to Mahodara who was standing nearby as follows: ""Bring me the spies here quickly."""
Yuddha Kanda,29,13,"Hearing those words, Mahodara immediately ordered for the spies. The spies came hurriedly as per the orders of the king, paid obeisance to him by joining their palms and approached him, having made a complement expressing their desire to see him victorious."
Yuddha Kanda,29,14,"Then, Ravana the king of demons spoke the following words to those spies, who were faithful, brave, energetic and free from fear:"
Yuddha Kanda,29,15,"""You go from here to investigate about the first impression concerning Rama, as regards who are his intimate friends and in respect of those who joined on his side with a liking towards him."""
Yuddha Kanda,29,16,"""Find out what are his hours of sleeping and waking and what he intends to do next. You ought to come here, after acquainting with all this information completely and skillfully."""
Yuddha Kanda,29,17,"""An enemy in battle, got known through spies by kings, will be defeated with only a little of effort."""
Yuddha Kanda,29,18,"Those spies on their part delightfully replied, ""May it be so"", kept Shardula in their front and made their circumambulation clockwise around Ravana."
Yuddha Kanda,29,19,"Having thus made circumambulation to Ravana the excellent and the distinguished demon, the spies went to the place where Rama along with Lakshmana were there."
Yuddha Kanda,29,20,"Having gone in a disguised manner, those spies saw Rama and Lakshman together with Sugreeva and Vibhishana in the neighbourhood of Mountain Suvela."
Yuddha Kanda,29,21,"Seeing that army, those demons became overwhelmed with fear. However, they were observed by the high-souled Vibhishana the Lord of demons."
Yuddha Kanda,29,22,"Accidentally, the deomons there were caught by Vibhishana, who said that the demon Shardula among them was wicked and got him alone seized."
Yuddha Kanda,29,23,"That Shardula also, who was going to be killed by the monkeys, was got released by Rama. The other demons also were got released by Rama, the kind man."
Yuddha Kanda,29,24,"Those demons, harassed by the courageous and the quick-paced monkeys, became insensible, heaved a sigh and reached back Lanka."
Yuddha Kanda,29,25,"Those spies, who always wander outside and who were valiant rangers of the night, thereafter approached Ravana and informed him that Rama's army was camping in the vicinity of the Suvela mountain."
Yuddha Kanda,30,1,"Thereafter, the spies informed Ravana about Rama, with his unperturbable army, having encamped on Suvela Mountain."
Yuddha Kanda,30,2,"Hearing from the spies about the arrival of Rama, the exceedingly strong man, Ravana became a little perturbed and spoke to Shardula as follows:"
Yuddha Kanda,30,3,"O, demon! Your complexion is not so as it should be. You look miserable too. I hope that you have not fallen a victim to the enraged monkeys."""
Yuddha Kanda,30,4,"Thus questioned by Ravana, Shardula afflicted with fear, then sluggishly spoke the following words to Ravana the tiger among demons:"
Yuddha Kanda,30,5,"""O, king! Those strong, bold and excellent monkeys protected by Rama are not capable of being spied upon."""
Yuddha Kanda,30,6,"""They are not capable of being talked with and nothing can be found in interrogating with them. The entire path is being protected by the monkeys looking like mountains."""
Yuddha Kanda,30,7,"""I was identified when that army was merely penetrated into (by me) and began to be examined. I was seized forcibly by the demons (forming the retinue of Vibhishana), who investigated me in various ways."""
Yuddha Kanda,30,8,"""I was beaten on all sides with knees, fists, teeth and palms by the enraged monkeys. I was also paraded round in the midst of their army."""
Yuddha Kanda,30,9,"""Having been paraded all around thus, I was finally taken to the court of Rama. All my limbs were bleeding and Rama. All my limbs were bleeding and I was trembling, with my senses disturbed."""
Yuddha Kanda,30,10,"""While being plagued by the monkeys and asked for protection with joined palms, I was saved fortunately by Rama, saying ï¿½stay!stay!'"
Yuddha Kanda,30,11,"""Rama has filled the sea with boulders and rocks, taking up his position at the gates of Lanka and stands there, well-equipped with weapons."""
Yuddha Kanda,30,12,"""Having released me, Rama of great splendour arranged the army in the form of Garuda (an eagle). He is encircled on all sides by the monkeys and is approaching towards Lanka."""
Yuddha Kanda,30,13,"""Before he reaches the ramparts, do one thing or the other quickly or give away Seetha immediately or even offer him battle."""
Yuddha Kanda,30,14,"Having heard those words, Ravana the lord of demons reflected on it and thereafter spoke the following significant words to Shardula."
Yuddha Kanda,30,15,"""I will not give away Seetha even if the celestials or Gandharvas the celestial musicians or the demons were to fight against me or even under danger from all beings."""
Yuddha Kanda,30,16,"After uttering the aforesaid words, the heroic Ravana again spoke as follows: ""Has the army been espied by you? Who are the valiant monkeys among them?"""
Yuddha Kanda,30,17,"""O, the virtuous gentle Shardula! What radiance do the monkeys, who are difficult to be conquered possess of? what kind? Whose sons and grandsons are they? You tell me that information."""
Yuddha Kanda,30,18,"""After knowing their strengths and weakness, I will decide in this matter accordingly. Is it not necessary to count clearly those who are really yearning to fight the battle?"""
Yuddha Kanda,30,19,"Hearing Ravana's words, Shardula the excellent spy then started to narrate these words for Ravana's information:"
Yuddha Kanda,30,20,"""Certainly, king Sugreeva, the son of Riksharajasa, is difficult to be conquered in battle. Here is the son of Gadgada, famously called as Jambavan."""
Yuddha Kanda,30,21,"""The other one is the son of the same Gadgada. Another one is the son of Brihaspati the teacher of Indra the lord of celestials, called Kesari by whose son Hanuman the demons were destroyed."""
Yuddha Kanda,30,22,"""O, king! Here is Sushena the son of Yama the Lord of Death who is valiant and virtuous, as well as a monkey called Dadhimukha, the cool-minded, who is the son of moon."""
Yuddha Kanda,30,23,"""Sumukha, Durmukha and a monkey called Vegadarshi are surely the personifications of death in the form of monkeys, created by Brahma, the Lord of creation."""
Yuddha Kanda,30,24,"""Here is Nila the army-general himself, the son of Agni the Lord of Fire. Here is the son of Vayu the Lord of Wind well- known as Hanuman."""
Yuddha Kanda,30,25,"""The young Angada, Indra's grandson, the strong and invincible one, both the mighty Mainda and Dvinda born of the two divinties of Ashvin* as well as Gaja, Gavaksha, Gavaya, Sharabha and Gandhamadhana the five sons of Yama the God of Death all of them resembling Yama at the time of dissolution of the world, the valiant ten crores of monkeys who are yearning for battle are all here. I cannot venture to tell about the remaining glorious sons of god."""
Yuddha Kanda,30,26,"""This young man is Rama, Dasartha's son, who is well-built like a lion, by whom Dushana ws killed as also Khara and Trishana."
Yuddha Kanda,30,27,"""There is no one on earth who is equal in prowess to Rama, by whom Viradha was killed as also Kabandha who was equal to Yama."""
Yuddha Kanda,30,28,"""No man on this earth is able to narrate the qualities of Rama, by whom all the demons staying in Janasthana were killed."""
Yuddha Kanda,30,29,"""Here too is the virtuous Lakshamana, resembling the most excellent elephant among elephants, in the path of whose arrows, even Indra the Lord of celestials himself could not survive"
Yuddha Kanda,30,30,"""Sweta and Jyotirmukha, the sons of the sun-god, a monkey called Hemakuta, another son of Varuna, Nila the son of Visvakarma the strong and the best of monkeys, as well as that mighty and swift Durdhara the son of Vasus are all here."""
Yuddha Kanda,30,31,"""There is the prince of demons Vibhishana, your brother, who having secured the city of Lanka (as a prospective gift from Rama) remains devoted to the good of Rama."""
